brand_name,model_name,sales_year,sales_month,units_sold,data_quality,official_source,source_url
Hyundai,Ioniq 5,2026,5,32,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Ioniq 5,2026,6,28,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,6,15,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,7,15,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,8,18,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,9,21,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,10,24,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,11,27,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2019,12,30,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,1,18,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,2,18,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,3,20,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,4,19,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,5,17,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,6,16,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,7,16,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,8,19,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,9,22,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,10,26,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,11,28,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2020,12,31,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,1,13,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,2,13,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,3,15,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,4,14,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,5,12,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,6,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,7,12,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,8,14,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,9,16,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,10,18,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,11,20,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2021,12,22,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,1,8,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,2,9,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,3,10,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,4,9,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,5,8,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,6,7,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,7,8,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,8,9,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,9,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,10,12,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,11,13,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2022,12,16,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,1,6,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,2,7,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,3,7,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,4,7,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,5,6,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,6,6,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,7,6,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,8,7,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Hyundai,Kona Electric,2023,9,8,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,6,118,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,7,123,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,8,142,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,9,167,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,10,193,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,11,212,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2025,12,245,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2026,1,424,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2026,2,436,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2026,3,497,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2026,4,455,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2026,5,412,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,Carens Clavis EV,2026,6,376,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,6,15,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,7,15,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,8,18,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,9,21,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,10,24,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,11,27,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2022,12,30,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,1,32,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,2,32,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,3,37,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,4,34,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,5,31,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,6,28,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,7,29,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,8,34,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,9,40,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,10,46,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,11,50,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2023,12,57,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,1,27,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,2,27,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,3,31,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,4,28,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,5,26,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,6,24,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,7,25,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,8,28,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,9,33,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,10,39,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,11,43,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2024,12,49,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,1,21,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,2,22,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,3,25,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,4,22,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,5,20,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,6,19,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,7,20,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,8,22,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,9,26,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,10,31,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,11,34,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2025,12,38,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2026,1,23,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2026,2,23,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2026,3,27,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2026,4,24,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2026,5,22,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV6,2026,6,21,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,6,8,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,7,8,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,8,9,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,9,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,10,13,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,11,14,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2024,12,17,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,1,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,2,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,3,12,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,4,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,5,10,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,6,9,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,7,10,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,8,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,9,13,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,10,15,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,11,17,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2025,12,20,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2026,1,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2026,2,12,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2026,3,13,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2026,4,12,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2026,5,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
Kia,EV9,2026,6,11,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
MG,Comet EV,2023,6,421,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
MG,Comet EV,2023,7,442,Estimated from Official Annual,"VAHAN Dashboard (Ministry of Road Transport & Highways) - Annual registrations, monthly split estimated",https://vahan.parivahan.gov.in/vahan4dashboard/
